enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target,min_company_size,max_company_size,avg_company_size,is_avg_nan
10812,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,Pvt Ltd,2,32,1.0,10000.0,20000.0,15000.0,False
20353,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,15,Pvt Ltd,1,9,1.0,10.0,49.0,29.5,False
9963,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,3,156,0.0,5000.0,9999.0,7499.5,False
25929,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,102,0.0,50.0,99.0,74.5,False
27081,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,9,Pvt Ltd,5,5,0.0,10.0,49.0,29.5,False
20195,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,21,Pvt Ltd,5,136,0.0,100.0,500.0,300.0,False
3362,city_67,0.855,Non disclosure,No relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,0,158,0.0,,,74.5,True
30460,city_103,0.92,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,7,Pvt Ltd,1,42,1.0,,,74.5,True
14509,city_176,0.764,Male,Has relevent experience,Part time course,Graduate,STEM,5,Pvt Ltd,5,78,0.0,,,74.5,True
4010,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,64,0.0,1.0,10.0,5.5,False
25780,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,3,68,1.0,,,74.5,True
12267,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,21,Pvt Ltd,1,78,0.0,50.0,99.0,74.5,False
9126,city_21,0.624,Non disclosure,No relevent experience,no_enrollment,Graduate,No Major,15,Pvt Ltd,0,18,0.0,,,74.5,True
27812,city_11,0.55,Male,No relevent experience,no_enrollment,Masters,Business Degree,4,Pvt Ltd,4,39,1.0,,,74.5,True
16296,city_149,0.6890000000000001,Non disclosure,No relevent experience,Full time course,High School,STEM,4,Pvt Ltd,0,11,0.0,,,74.5,True
27341,city_160,0.92,Non disclosure,No relevent experience,Part time course,Graduate,STEM,5,Pvt Ltd,0,78,1.0,,,74.5,True
28022,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,Pvt Ltd,1,24,1.0,10.0,49.0,29.5,False
27618,city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,9,Public Sector,1,45,1.0,100.0,500.0,300.0,False
26480,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,1,110,0.0,,,74.5,True
18876,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,1,82,0.0,100.0,500.0,300.0,False
452,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,2,80,0.0,100.0,500.0,300.0,False
28227,city_41,0.8270000000000001,Non disclosure,No relevent experience,no_enrollment,High School,STEM,6,Pvt Ltd,0,21,1.0,,,74.5,True
30637,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Pvt Ltd,2,31,0.0,10000.0,20000.0,15000.0,False
26413,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,1,20,0.0,500.0,999.0,749.5,False
21292,city_75,0.939,Non disclosure,Has relevent experience,Part time course,Graduate,STEM,5,Public Sector,4,22,0.0,500.0,999.0,749.5,False
6843,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,149,1.0,50.0,99.0,74.5,False
649,city_21,0.624,Non disclosure,Has relevent experience,Full time course,Graduate,STEM,4,Funded Startup,2,236,0.0,100.0,500.0,300.0,False
26442,city_19,0.682,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,3,Public Sector,2,140,1.0,50.0,99.0,74.5,False
11067,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,Public Sector,2,68,1.0,5000.0,9999.0,7499.5,False
22761,city_136,0.897,Non disclosure,No relevent experience,no_enrollment,Phd,STEM,15,Public Sector,3,111,1.0,5000.0,9999.0,7499.5,False
31172,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,1,19,1.0,50.0,99.0,74.5,False
12010,city_64,0.6659999999999999,Non disclosure,No relevent experience,no_enrollment,Graduate,STEM,18,Pvt Ltd,5,18,1.0,,,74.5,True
32195,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,4,9,0.0,50.0,99.0,74.5,False
2927,city_21,0.624,Non disclosure,No relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,1,67,1.0,,,74.5,True
16926,city_114,0.926,Non disclosure,No relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,264,0.0,500.0,999.0,749.5,False
13268,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,1,78,0.0,100.0,500.0,300.0,False
9774,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,4,84,0.0,1000.0,4999.0,2999.5,False
23440,city_67,0.855,Non disclosure,No relevent experience,no_enrollment,High School,STEM,1,Pvt Ltd,0,96,0.0,,,74.5,True
33312,city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,0,160,0.0,10000.0,20000.0,15000.0,False
21674,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,57,1.0,,,74.5,True
11524,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,2,27,1.0,,,74.5,True
25591,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,2,44,1.0,10000.0,20000.0,15000.0,False
6035,city_114,0.926,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,1,2,0.0,5000.0,9999.0,7499.5,False
28392,city_28,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,5,48,0.0,10000.0,20000.0,15000.0,False
8988,city_19,0.682,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,2,22,0.0,,,74.5,True
3481,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,2,38,0.0,5000.0,9999.0,7499.5,False
20004,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,3,Public Sector,3,84,0.0,100.0,500.0,300.0,False
2804,city_16,0.91,Non disclosure,No relevent experience,no_enrollment,High School,STEM,3,Pvt Ltd,0,9,0.0,,,74.5,True
13393,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,2,13,0.0,500.0,999.0,749.5,False
10388,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,1,40,0.0,10.0,49.0,29.5,False
14395,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,2,26,1.0,,,74.5,True
11784,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Funded Startup,1,42,1.0,50.0,99.0,74.5,False
20525,city_21,0.624,Non disclosure,No relevent experience,Full time course,Graduate,STEM,0,Pvt Ltd,1,13,1.0,,,74.5,True
10542,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,13,NGO,1,7,0.0,5000.0,9999.0,7499.5,False
26657,city_103,0.92,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,4,204,0.0,50.0,99.0,74.5,False
19579,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,Pvt Ltd,1,15,1.0,50.0,99.0,74.5,False
10181,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,1,107,1.0,,,74.5,True
30681,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Pvt Ltd,1,111,0.0,5000.0,9999.0,7499.5,False
7455,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,2,128,0.0,,,74.5,True
28635,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,0,163,0.0,1000.0,4999.0,2999.5,False
20586,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,Pvt Ltd,1,29,1.0,,,74.5,True
3649,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,21,Public Sector,5,43,1.0,,,74.5,True
21271,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,4,Pvt Ltd,1,64,0.0,,,74.5,True
24276,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,Pvt Ltd,1,216,1.0,,,74.5,True
17443,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,5,110,0.0,50.0,99.0,74.5,False
481,city_1,0.847,Male,No relevent experience,Full time course,High School,STEM,9,Pvt Ltd,1,60,0.0,,,74.5,True
29505,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,19,Pvt Ltd,5,48,1.0,,,74.5,True
18137,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,5,12,1.0,50.0,99.0,74.5,False
20990,city_136,0.897,Non disclosure,Has relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,1,18,0.0,50.0,99.0,74.5,False
6820,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Public Sector,2,7,0.0,500.0,999.0,749.5,False
8090,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,5,163,0.0,50.0,99.0,74.5,False
24339,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,7,Pvt Ltd,1,23,0.0,100.0,500.0,300.0,False
21382,city_102,0.804,Female,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,3,92,0.0,100.0,500.0,300.0,False
11727,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,Pvt Ltd,1,131,1.0,,,74.5,True
32751,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,21,Pvt Ltd,0,14,0.0,1.0,10.0,5.5,False
4843,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Early Stage Startup,1,15,0.0,10.0,49.0,29.5,False
33344,city_19,0.682,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,53,1.0,,,74.5,True
25425,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,13,0.0,10000.0,20000.0,15000.0,False
21222,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,Pvt Ltd,3,36,0.0,,,74.5,True
30058,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,122,0.0,1000.0,4999.0,2999.5,False
4961,city_145,0.555,Male,No relevent experience,Full time course,High School,STEM,2,Pvt Ltd,0,17,0.0,,,74.5,True
13033,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Funded Startup,2,77,0.0,10.0,49.0,29.5,False
28760,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Pvt Ltd,1,50,1.0,5000.0,9999.0,7499.5,False
10880,city_16,0.91,Non disclosure,No relevent experience,no_enrollment,High School,STEM,2,Pvt Ltd,0,59,1.0,,,74.5,True
22788,city_104,0.924,Non disclosure,No relevent experience,no_enrollment,Primary School,STEM,1,Pvt Ltd,0,14,0.0,,,74.5,True
13360,city_21,0.624,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,5,161,0.0,,,74.5,True
5812,city_21,0.624,Non disclosure,No relevent experience,Full time course,Masters,STEM,4,Pvt Ltd,0,121,0.0,,,74.5,True
6977,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,1,22,0.0,50.0,99.0,74.5,False
12346,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,0,18,1.0,100.0,500.0,300.0,False
16473,city_71,0.884,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,21,Early Stage Startup,2,21,0.0,50.0,99.0,74.5,False
18331,city_21,0.624,Non disclosure,Has relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,0,28,0.0,,,74.5,True
23159,city_11,0.55,Non disclosure,Has relevent experience,Part time course,Masters,STEM,8,Pvt Ltd,1,150,1.0,,,74.5,True
10262,city_103,0.92,Non disclosure,No relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,0,21,1.0,,,74.5,True
27888,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,1,70,0.0,100.0,500.0,300.0,False
32489,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,12,Pvt Ltd,5,4,0.0,,,74.5,True
29821,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,Other,13,Funded Startup,2,54,0.0,50.0,99.0,74.5,False
493,city_83,0.923,Male,No relevent experience,Full time course,High School,STEM,2,Pvt Ltd,0,8,0.0,,,74.5,True
20581,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,Public Sector,1,48,1.0,10.0,49.0,29.5,False
24905,city_21,0.624,Non disclosure,Has relevent experience,Part time course,Masters,STEM,4,Pvt Ltd,1,96,1.0,50.0,99.0,74.5,False
32196,city_16,0.91,Female,No relevent experience,no_enrollment,Phd,STEM,9,Public Sector,5,60,1.0,,,74.5,True
8714,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,6,Pvt Ltd,5,29,0.0,,,74.5,True
26098,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,NGO,5,10,0.0,100.0,500.0,300.0,False
17624,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,3,72,0.0,10000.0,20000.0,15000.0,False
28636,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,11,Pvt Ltd,3,36,1.0,100.0,500.0,300.0,False
6186,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,4,151,0.0,50.0,99.0,74.5,False
8120,city_16,0.91,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,2,160,0.0,100.0,500.0,300.0,False
19472,city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,95,1.0,10.0,49.0,29.5,False
15932,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,126,0.0,,,74.5,True
712,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,3,Pvt Ltd,3,25,1.0,,,74.5,True
22093,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,1,57,0.0,100.0,500.0,300.0,False
6906,city_89,0.925,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,13,Public Sector,1,151,0.0,50.0,99.0,74.5,False
6279,city_114,0.926,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,18,Public Sector,2,46,0.0,1000.0,4999.0,2999.5,False
28013,city_118,0.722,Male,Has relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,36,0.0,50.0,99.0,74.5,False
19401,city_21,0.624,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,78,1.0,50.0,99.0,74.5,False
8662,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,2,50,1.0,,,74.5,True
10458,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,3,4,0.0,,,74.5,True
2945,city_103,0.92,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,4,NGO,1,67,0.0,100.0,500.0,300.0,False
7905,city_45,0.89,Non disclosure,No relevent experience,Full time course,High School,STEM,0,Pvt Ltd,0,21,0.0,,,74.5,True
16278,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,12,0.0,,,74.5,True
25539,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Public Sector,2,112,0.0,500.0,999.0,749.5,False
5253,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,2,Pvt Ltd,0,119,1.0,,,74.5,True
27928,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,Pvt Ltd,1,61,0.0,50.0,99.0,74.5,False
10643,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,5,18,0.0,1.0,10.0,5.5,False
25505,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Public Sector,2,29,0.0,,,74.5,True
7022,city_21,0.624,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,2,Pvt Ltd,0,29,1.0,50.0,99.0,74.5,False
1468,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,Other,2,20,0.0,50.0,99.0,74.5,False
11333,city_114,0.926,Female,Has relevent experience,no_enrollment,Phd,STEM,21,Public Sector,5,80,0.0,100.0,500.0,300.0,False
4529,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,14,1.0,,,74.5,True
10178,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,NGO,1,84,0.0,100.0,500.0,300.0,False
30689,city_28,0.939,Male,Has relevent experience,Part time course,Masters,STEM,15,Pvt Ltd,1,31,0.0,1.0,10.0,5.5,False
7569,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,21,Pvt Ltd,5,5,0.0,,,74.5,True
940,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Pvt Ltd,5,9,0.0,50.0,99.0,74.5,False
10000,city_116,0.743,Male,Has relevent experience,Full time course,High School,STEM,1,Public Sector,1,3,0.0,,,74.5,True
15815,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Funded Startup,1,42,0.0,50.0,99.0,74.5,False
26738,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,1,172,0.0,10000.0,20000.0,15000.0,False
26220,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,3,26,0.0,5000.0,9999.0,7499.5,False
28756,city_134,0.698,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,5,180,0.0,5000.0,9999.0,7499.5,False
5170,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Pvt Ltd,2,13,0.0,10000.0,20000.0,15000.0,False
20203,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,STEM,15,Pvt Ltd,1,76,0.0,1.0,10.0,5.5,False
28544,city_103,0.92,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,19,Pvt Ltd,4,29,0.0,50.0,99.0,74.5,False
12797,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,4,Pvt Ltd,1,6,0.0,,,74.5,True
28079,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,1,Pvt Ltd,1,18,0.0,10.0,49.0,29.5,False
285,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,21,Pvt Ltd,2,17,0.0,10000.0,20000.0,15000.0,False
5216,city_21,0.624,Non disclosure,No relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,0,9,1.0,,,74.5,True
8258,city_28,0.939,Male,No relevent experience,Part time course,High School,STEM,2,Pvt Ltd,0,180,0.0,10000.0,20000.0,15000.0,False
24984,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,3,134,0.0,10000.0,20000.0,15000.0,False
1649,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,5,91,1.0,10000.0,20000.0,15000.0,False
30384,city_23,0.899,Non disclosure,No relevent experience,Full time course,High School,STEM,12,Pvt Ltd,2,99,1.0,10000.0,20000.0,15000.0,False
10244,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,Other,4,Pvt Ltd,1,108,0.0,1.0,10.0,5.5,False
13341,city_145,0.555,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,33,1.0,1000.0,4999.0,2999.5,False
27727,city_142,0.727,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Pvt Ltd,1,33,1.0,,,74.5,True
8633,city_16,0.91,Male,No relevent experience,Full time course,High School,STEM,5,Pvt Ltd,1,67,1.0,,,74.5,True
13715,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,9,Pvt Ltd,1,24,0.0,10000.0,20000.0,15000.0,False
28315,city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,7,Funded Startup,1,24,1.0,50.0,99.0,74.5,False
31426,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,34,1.0,,,74.5,True
9263,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,STEM,10,Pvt Ltd,4,30,0.0,10.0,49.0,29.5,False
19500,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,1,24,0.0,500.0,999.0,749.5,False
14162,city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,2,108,0.0,,,74.5,True
7571,city_103,0.92,Non disclosure,Has relevent experience,no_enrollment,Phd,STEM,21,Pvt Ltd,4,80,0.0,10000.0,20000.0,15000.0,False
9365,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,5,36,0.0,1.0,10.0,5.5,False
5218,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Pvt Ltd,1,96,0.0,1000.0,4999.0,2999.5,False
6185,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,21,Pvt Ltd,5,133,0.0,,,74.5,True
31139,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,2,7,0.0,100.0,500.0,300.0,False
9904,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,3,154,0.0,100.0,500.0,300.0,False
19950,city_16,0.91,Non disclosure,Has relevent experience,no_enrollment,High School,STEM,21,Pvt Ltd,5,8,0.0,50.0,99.0,74.5,False
33003,city_16,0.91,Non disclosure,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,1,7,0.0,50.0,99.0,74.5,False
9218,city_48,0.493,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,50,1.0,,,74.5,True
10291,city_1,0.847,Female,Has relevent experience,no_enrollment,Graduate,Other,14,Pvt Ltd,2,20,0.0,1.0,10.0,5.5,False
25392,city_103,0.92,Non disclosure,No relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,102,0.0,1000.0,4999.0,2999.5,False
27178,city_173,0.878,Male,Has relevent experience,Full time course,High School,STEM,7,Pvt Ltd,1,12,0.0,50.0,99.0,74.5,False
15886,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,5,21,0.0,100.0,500.0,300.0,False
31016,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Funded Startup,2,23,0.0,1.0,10.0,5.5,False
8022,city_21,0.624,Non disclosure,No relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,1,34,0.0,,,74.5,True
10494,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,1,28,0.0,100.0,500.0,300.0,False
32782,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Other,1,26,1.0,10000.0,20000.0,15000.0,False
2449,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Pvt Ltd,3,14,0.0,50.0,99.0,74.5,False
27195,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,5,26,0.0,500.0,999.0,749.5,False
29301,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Other,5,24,0.0,100.0,500.0,300.0,False
13263,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,21,Pvt Ltd,5,11,0.0,1000.0,4999.0,2999.5,False
12733,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,21,Pvt Ltd,3,145,0.0,10.0,49.0,29.5,False
2035,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,3,51,0.0,,,74.5,True
7042,city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,8,Early Stage Startup,2,50,0.0,1.0,10.0,5.5,False
5667,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,Funded Startup,1,30,0.0,50.0,99.0,74.5,False
32458,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,No Major,7,Pvt Ltd,2,72,1.0,500.0,999.0,749.5,False
3778,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,Early Stage Startup,4,80,0.0,50.0,99.0,74.5,False
14877,city_23,0.899,Female,Has relevent experience,no_enrollment,Masters,STEM,16,Pvt Ltd,5,50,0.0,10000.0,20000.0,15000.0,False
23420,city_90,0.698,Non disclosure,Has relevent experience,Full time course,Graduate,STEM,6,Other,2,41,1.0,10.0,49.0,29.5,False
23263,city_103,0.92,Non disclosure,No relevent experience,Full time course,Graduate,STEM,4,Pvt Ltd,0,22,1.0,,,74.5,True
10084,city_10,0.895,Female,Has relevent experience,no_enrollment,Masters,STEM,21,Pvt Ltd,5,156,1.0,100.0,500.0,300.0,False
11947,city_21,0.624,Male,Has relevent experience,no_enrollment,Phd,STEM,21,Pvt Ltd,5,36,1.0,,,74.5,True
19801,city_24,0.698,Non disclosure,No relevent experience,Full time course,High School,STEM,9,Pvt Ltd,2,23,1.0,,,74.5,True
15475,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Pvt Ltd,0,322,0.0,10000.0,20000.0,15000.0,False
12870,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,2,Pvt Ltd,2,42,0.0,1000.0,4999.0,2999.5,False
14391,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,37,1.0,1000.0,4999.0,2999.5,False
11896,city_103,0.92,Non disclosure,No relevent experience,no_enrollment,High School,STEM,7,Pvt Ltd,1,40,1.0,,,74.5,True
7310,city_167,0.921,Male,No relevent experience,Full time course,High School,STEM,4,Pvt Ltd,3,21,1.0,,,74.5,True
15523,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,Pvt Ltd,2,92,0.0,10.0,49.0,29.5,False
25938,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Pvt Ltd,5,61,0.0,100.0,500.0,300.0,False
20630,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,5,21,0.0,10.0,49.0,29.5,False
9942,city_37,0.794,Male,No relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,0,48,1.0,,,74.5,True
10736,city_21,0.624,Non disclosure,Has relevent experience,no_enrollment,Masters,STEM,0,Pvt Ltd,5,35,0.0,,,74.5,True
